"name","stockcode","percentage","size","standard_drinks","special","package","package_size","total_price","unit_price","cost_per_standard"
Prancing Pony Brewery Black Ale Cascadian 375mL Cans,ER_2000003068_BLKCASCAN,6.0,375.0,1.8,false,bottle,1,5.0,5.0,2.78
Prancing Pony Brewery Black Ale Cascadian 375mL Cans,ER_2000003068_BLKCASCAN,6.0,375.0,1.8,false,case,24,99.0,4.13,2.29
Prancing Pony Brewery Hopwork Orange 375mL can,ER_2000003068_HOPCAN375,4.8,375.0,1.4,false,bottle,1,4.3,4.3,3.07
Prancing Pony Brewery Hopwork Orange 375mL can,ER_2000003068_HOPCAN375,4.8,375.0,1.4,false,case,24,83.99,3.5,2.5
Prancing Pony Brewery IPA India Red 375mL,ER_2000003068_IRACAN375,7.9,375.0,2.3,false,pack,24,120.5,5.02,2.18
Prancing Pony Brewery The Piper - West Coast IPA  Cans 375mL,ER_2000003068_PIP24,7.2,375.0,2.1,false,bottle,1,119.0,119.0,56.67
Prancing Pony Brewery The Piper - West Coast IPA  Cans 375mL,ER_2000003068_PIP24,7.2,375.0,2.1,false,case,24,119.0,4.96,2.36
Prancing Pony Brewery Sunshine Ale 375mL,ER_2000003068_SUNCAN375,4.8,375.0,1.4,false,bottle,1,4.3,4.3,3.07
Prancing Pony Brewery Sunshine Ale 375mL,ER_2000003068_SUNCAN375,4.8,375.0,1.4,false,case,24,83.99,3.5,2.5
Prancing Pony Brewery XPA Session Ale can 375mL,ER_2000003068_XPACAN375,4.1,375.0,1.2,false,bottle,1,5.29,5.29,4.41
Prancing Pony Brewery XPA Session Ale can 375mL,ER_2000003068_XPACAN375,4.1,375.0,1.2,false,case,24,78.99,3.29,2.74
Prancing Pony Brewery The Zeppelin All Hop NEIPA 375mL,ER_2000003068_ZEPPCAN,6.6,375.0,2.0,false,bottle,1,3.48,3.48,1.74
Prancing Pony Brewery The Zeppelin All Hop NEIPA 375mL,ER_2000003068_ZEPPCAN,6.6,375.0,2.0,false,case,24,108.99,4.54,2.27
Alpha Queen Pale Ale 24x375ml cans,ER_2000003105_R-CAQPA-24,5.0,375.0,1.48,false,bottle,1,5.0,5.0,3.38
Alpha Queen Pale Ale 24x375ml cans,ER_2000003105_R-CAQPA-24,5.0,375.0,1.48,false,case,24,120.0,5.0,3.38
Big Love Hazy IPA 24x375ml cans,ER_2000003105_R-CBL-24,6.2,375.0,1.78,false,bottle,1,145.0,145.0,81.46
Big Love Hazy IPA 24x375ml cans,ER_2000003105_R-CBL-24,6.2,375.0,1.78,false,case,24,145.0,6.04,3.39
Monk Lager 24x375ml cans,ER_2000003105_R-CMONK-24,4.5,375.0,1.3,false,bottle,1,120.0,120.0,92.31
Monk Lager 24x375ml cans,ER_2000003105_R-CMONK-24,4.5,375.0,1.3,false,case,24,120.0,5.0,3.85
Miss Pinky Raspberry Sour Ale 24x375ml cans,ER_2000003105_R-CMSPNK-24,3.4,375.0,1.0,false,bottle,1,120.0,120.0,120.0
Miss Pinky Raspberry Sour Ale 24x375ml cans,ER_2000003105_R-CMSPNK-24,3.4,375.0,1.0,false,case,24,120.0,5.0,5.0
Pilsner 24x375ml cans,ER_2000003105_R-CPLS-24,4.5,375.0,1.3,false,bottle,1,120.0,120.0,92.31
Pilsner 24x375ml cans,ER_2000003105_R-CPLS-24,4.5,375.0,1.3,false,case,24,120.0,5.0,3.85
Stout 24x375ml cans,ER_2000003105_R-CSTT-24,6.1,375.0,1.78,false,bottle,1,130.0,130.0,73.03
Stout 24x375ml cans,ER_2000003105_R-CSTT-24,6.1,375.0,1.78,false,case,24,130.0,5.42,3.04
Your Mates Brewing Co Larry Pale Ale 375mL,ER_2000003132_002,4.5,375.0,1.3,false,pack,4,5.99,1.5,1.15
Your Mates Brewing Co Larry Pale Ale 375mL,ER_2000003132_002,4.5,375.0,1.3,false,case,16,62.99,3.94,3.03
Your Mates Brewing Co Sally Indian Pale Ale 375mL,ER_2000003132_003,6.0,375.0,1.8,false,bottle,1,4.81,4.81,2.67
Your Mates Brewing Co Sally Indian Pale Ale 375mL,ER_2000003132_003,6.0,375.0,1.8,false,case,16,76.99,4.81,2.67
Bondi Brewing Co. Bondi Draught 375mL Cans,ER_2000003144_BDCTN,4.2,375.0,1.2,false,bottle,1,5.0,5.0,4.17
Bondi Brewing Co. Bondi Draught 375mL Cans,ER_2000003144_BDCTN,4.2,375.0,1.2,false,case,24,79.99,3.33,2.78
Bondi Thicc - Hazy IPA,ER_2000003144_HZYCTN,6.0,380.0,1.8,false,bottle,1,10.0,10.0,5.56
Bondi Thicc - Hazy IPA,ER_2000003144_HZYCTN,6.0,380.0,1.8,false,case,16,85.0,5.31,2.95
IPA,ER_2000003153_10,6.2,368.0,1.8,false,bottle,1,5.0,5.0,2.78
IPA,ER_2000003153_10,6.2,368.0,1.8,false,case,16,78.0,4.88,2.71
Lager,ER_2000003153_8,4.4,346.0,1.2,false,bottle,1,5.0,5.0,4.17
Lager,ER_2000003153_8,4.4,346.0,1.2,false,case,16,65.0,4.06,3.39
XPA,ER_2000003153_9,5.0,380.0,1.5,false,bottle,1,5.0,5.0,3.33
XPA,ER_2000003153_9,5.0,380.0,1.5,false,case,16,70.0,4.38,2.92
Devils Peak Lager 24 x 300ml (4% Alc/Vol),ER_2000003193_6009708951915,4.0,300.0,0.9,false,bottle,1,2.83,2.83,3.14
Devils Peak Lager 24 x 300ml (4% Alc/Vol),ER_2000003193_6009708951915,4.0,300.0,0.9,false,case,24,68.0,2.83,3.15
Devils Peak Lite 24 x 330ml (4% Alc/Vol),ER_2000003193_6009708953582,4.0,330.0,1.04,false,bottle,1,2.83,2.83,2.72
Devils Peak Lite 24 x 330ml (4% Alc/Vol),ER_2000003193_6009708953582,4.0,330.0,1.04,false,case,24,68.0,2.83,2.72
"1946 Distilling Serpent and Dove - Lemongrass and Juniper Gin",ER_2000003208_SERPLEMONJUP700,38.0,667.0,20.0,false,bottle,1,60.0,60.0,3.0
Hix Summer,ER_2000003245_HB15,5.0,557.0,2.2,false,bottle,1,40.0,40.0,18.18
Hix Summer,ER_2000003245_HB15,5.0,557.0,2.2,false,case,6,40.0,6.67,3.03
Hix Pilsener,ER_2000003245_HB16,5.0,507.0,2.0,false,bottle,1,8.34,8.34,4.17
Hix Pilsener,ER_2000003245_HB16,5.0,507.0,2.0,false,case,6,50.0,8.33,4.17
Hix Pale Ale,ER_2000003245_HB17,5.0,507.0,2.0,false,bottle,1,8.34,8.34,4.17
Hix Pale Ale,ER_2000003245_HB17,5.0,507.0,2.0,false,case,6,50.0,8.33,4.17
Hix Beer Brown Ale 500mL,ER_2000003245_HB19,4.5,500.0,1.8,false,bottle,1,8.34,8.34,4.63
Hix Beer Brown Ale 500mL,ER_2000003245_HB19,4.5,500.0,1.8,false,case,6,50.0,8.33,4.63
Hix Pale Ale 330mL,ER_2000003245_HB27,4.9,330.0,1.3,false,pack,6,25.0,4.17,3.21
Hix Pale Ale 330mL,ER_2000003245_HB27,4.9,330.0,1.3,false,case,24,80.0,3.33,2.56
HIX Beer HIX Belgian Blonde 6 pack 500ml,ER_2000003245_HIXBB,5.0,500.0,2.0,false,pack,6,60.0,10.0,5.0
Hix Indian Pale Ale 6 pack 330ml,ER_2000003245_HIXIPA6PACK330,6.1,330.0,1.6,false,pack,6,40.0,6.67,4.17
Hix Indian Pale Ale Slab 330ml,ER_2000003245_HIXIPASLAB330,6.0,330.0,1.6,false,pack,12,100.0,8.33,5.21
Blackberry Hard Lemonade Can 330ML,ER_2000003251_BR00034,3.5,330.0,0.9,false,bottle,1,7.0,7.0,7.78
Blackberry Hard Lemonade Can 330ML,ER_2000003251_BR00034,3.5,330.0,0.9,false,case,16,77.0,4.81,5.35
Capital Brewing Co Rock Hopper WC IPA,ER_2000003251_CAPROCKHOPPER,6.1,374.0,1.8,false,bottle,1,8.0,8.0,4.44
Capital Brewing Co Rock Hopper WC IPA,ER_2000003251_CAPROCKHOPPER,6.1,374.0,1.8,false,case,16,80.0,5.0,2.78
Capital Brewing Co. Summit Session Ale,ER_2000003251_CAPSUMMIT,3.5,362.0,1.0,false,bottle,1,6.0,6.0,6.0
Capital Brewing Co. Summit Session Ale,ER_2000003251_CAPSUMMIT,3.5,362.0,1.0,false,case,16,66.0,4.13,4.13
Capital Brewing Co Trail Pale Ale 375mL,ER_2000003251_CAPTRAIL,4.7,375.0,1.4,false,bottle,1,7.0,7.0,5.0
Capital Brewing Co Trail Pale Ale 375mL,ER_2000003251_CAPTRAIL,4.7,375.0,1.4,false,case,16,73.0,4.56,3.26
Capital Brewing Co Coast Ale Cans 4.3% 375mL,ER_2000003251_COASTCAN,4.3,375.0,1.3,false,bottle,1,7.0,7.0,5.38
Capital Brewing Co Coast Ale Cans 4.3% 375mL,ER_2000003251_COASTCAN,4.3,375.0,1.3,false,case,16,69.0,4.31,3.32
Ginger Beer 330mL,ER_2000003251_GINGERBEERCAN,3.5,330.0,0.9,false,bottle,1,7.0,7.0,7.78
Ginger Beer 330mL,ER_2000003251_GINGERBEERCAN,3.5,330.0,0.9,false,case,16,77.0,4.81,5.35
Capital Brewing Co. Good Drop Low Carb Lager 375mL,ER_2000003251_GOODDROPCAN,3.5,375.0,1.0,false,bottle,1,5.0,5.0,5.0
Capital Brewing Co. Good Drop Low Carb Lager 375mL,ER_2000003251_GOODDROPCAN,3.5,375.0,1.0,false,case,16,57.0,3.56,3.56
Maltnhops Brewhaus NEIPA New England Indian Pale Ale 375mL,ER_2000003385_5000162,6.6,375.0,2.07,false,bottle,1,8.5,8.5,4.11
Maltnhops Brewhaus NEIPA New England Indian Pale Ale 375mL,ER_2000003385_5000162,6.6,375.0,2.07,false,case,16,85.0,5.31,2.57
Bells Beach Brewing Posso's IPA 375mL,ER_2000003391_0784927111079,6.0,375.0,1.8,false,pack,6,23.99,4.0,2.22
Bells Beach Brewing Posso's IPA 375mL,ER_2000003391_0784927111079,6.0,375.0,1.8,false,case,24,87.99,3.67,2.04
Bells Beach Brewing Bells Beach Session Ale 375mL,ER_2000003391_0784927111185,3.0,375.0,0.9,false,pack,6,23.99,4.0,4.44
Bells Beach Brewing Bells Beach Session Ale 375mL,ER_2000003391_0784927111185,3.0,375.0,0.9,false,case,24,87.99,3.67,4.07
Bells Beach Brewing Point Addis Pale Ale 375mL,ER_2000003391_0784927111222,5.0,375.0,1.5,false,pack,6,23.99,4.0,2.67
Bells Beach Brewing Point Addis Pale Ale 375mL,ER_2000003391_0784927111222,5.0,375.0,1.5,false,case,24,87.99,3.67,2.44
Bells Beach Brewing Endless Summer Lager 375mL,ER_2000003391_72823886004,5.0,375.0,1.48,false,pack,6,23.99,4.0,2.7
Bells Beach Brewing Endless Summer Lager 375mL,ER_2000003391_72823886004,5.0,375.0,1.48,false,case,24,87.99,3.67,2.48
Bells Beach Brewing Hells Bells XPA 375mL,ER_2000003391_X,5.0,375.0,1.5,false,pack,6,23.99,4.0,2.67
Bells Beach Brewing Hells Bells XPA 375mL,ER_2000003391_X,5.0,375.0,1.5,false,case,24,87.99,3.67,2.44
Cubby Haus Brewing Batch 42 English IPA 5.5% 375mL,ER_2000003418_EIPA-375-C24,5.5,375.0,1.6,false,bottle,1,4.63,4.63,2.89
Cubby Haus Brewing Batch 42 English IPA 5.5% 375mL,ER_2000003418_EIPA-375-C24,5.5,375.0,1.6,false,case,24,111.0,4.63,2.89
Extra Special Bitter,ER_2000003418_ESB-375-C24,4.5,366.0,1.3,false,bottle,1,4.63,4.63,3.56
Extra Special Bitter,ER_2000003418_ESB-375-C24,4.5,366.0,1.3,false,case,24,111.0,4.63,3.56
Good Witch Rye Blonde,ER_2000003418_GW-375-C24,5.2,365.0,1.5,false,bottle,1,4.63,4.63,3.09
Good Witch Rye Blonde,ER_2000003418_GW-375-C24,5.2,365.0,1.5,false,case,24,111.0,4.63,3.08
Australian Pale Ale,ER_2000003418_PALE-375-C24,5.0,380.0,1.5,false,bottle,1,4.63,4.63,3.09
Australian Pale Ale,ER_2000003418_PALE-375-C24,5.0,380.0,1.5,false,case,24,111.0,4.63,3.08
Pavlova IPA,ER_2000003418_PAV-375-C24,6.0,380.0,1.8,false,bottle,1,4.63,4.63,2.57
Pavlova IPA,ER_2000003418_PAV-375-C24,6.0,380.0,1.8,false,case,24,111.0,4.63,2.57
Sixty Shilling Scottish Light,ER_2000003418_SL-375-C24,3.0,380.0,0.9,false,bottle,1,4.63,4.63,5.14
Sixty Shilling Scottish Light,ER_2000003418_SL-375-C24,3.0,380.0,0.9,false,case,24,111.0,4.63,5.14
Cubby Haus Brewing English Oatmeal Stout 375ml 5.0%,ER_2000003418_ST-375-C24,5.0,375.0,1.5,false,bottle,1,4.63,4.63,3.09
Cubby Haus Brewing English Oatmeal Stout 375ml 5.0%,ER_2000003418_ST-375-C24,5.0,375.0,1.5,false,case,24,111.0,4.63,3.08
Cubby Haus Brewing Weizen 375ml 4.5%,ER_2000003418_W-375-C24,4.5,375.0,1.3,false,bottle,1,4.63,4.63,3.56
Cubby Haus Brewing Weizen 375ml 4.5%,ER_2000003418_W-375-C24,4.5,375.0,1.3,false,case,24,111.0,4.63,3.56
Roman A Brouwer Oaked 330mL,ER_2000003445_ABOA330X24,10.0,330.0,2.6,false,pack,6,120.0,20.0,7.69
Roman A Brouwer Oaked 330mL,ER_2000003445_ABOA330X24,10.0,330.0,2.6,false,case,24,204.0,8.5,3.27
Roman A Brouwer Tripel 330mL,ER_2000003445_ABTR330X24,10.0,330.0,2.6,false,pack,12,120.0,10.0,3.85
Roman A Brouwer Tripel 330mL,ER_2000003445_ABTR330X24,10.0,330.0,2.6,false,case,24,203.0,8.46,3.25
Roman A Brouwer Tripel 750mL,ER_2000003445_ABTR750X6,10.0,750.0,5.9,false,bottle,1,24.0,24.0,4.07
Roman A Brouwer Tripel 750mL,ER_2000003445_ABTR750X6,10.0,750.0,5.9,false,case,6,143.0,23.83,4.04
De Halve Maan Blanche De Bruges 330mL,ER_2000003445_BLANCHE330X24,5.0,330.0,1.3,false,pack,12,99.0,8.25,6.35
De Halve Maan Blanche De Bruges 330mL,ER_2000003445_BLANCHE330X24,5.0,330.0,1.3,false,case,24,162.0,6.75,5.19
DE HALVE MAAN Brugse Zot Blond 330mL,ER_2000003445_BZBL330X24,6.0,330.0,1.6,false,pack,12,108.0,9.0,5.63
DE HALVE MAAN Brugse Zot Blond 330mL,ER_2000003445_BZBL330X24,6.0,330.0,1.6,false,case,24,181.0,7.54,4.71
Verhaeghe Duchesse Chocolate 330mL,ER_2000003445_DUCC330X24,6.8,330.0,1.8,false,pack,12,120.0,10.0,5.56
Verhaeghe Duchesse Chocolate 330mL,ER_2000003445_DUCC330X24,6.8,330.0,1.8,false,case,24,192.0,8.0,4.44
Verhaeghe Duchesse Cherry 330mL,ER_2000003445_DUCH330X24,6.2,330.0,1.6,false,pack,12,132.0,11.0,6.88
Verhaeghe Duchesse Cherry 330mL,ER_2000003445_DUCH330X24,6.2,330.0,1.6,false,case,24,215.0,8.96,5.6
Verhaeghe Duchesse Flanders Red 330mL,ER_2000003445_DUFR330X24,6.2,330.0,1.6,false,pack,12,131.0,10.92,6.82
Verhaeghe Duchesse Flanders Red 330mL,ER_2000003445_DUFR330X24,6.2,330.0,1.6,false,case,24,216.0,9.0,5.63
VERHAEGHE Duchesse Flanders Red 750mL,ER_2000003445_DUFR750X12,6.2,750.0,3.7,false,bottle,1,28.0,28.0,7.57
VERHAEGHE Duchesse Flanders Red 750mL,ER_2000003445_DUFR750X12,6.2,750.0,3.7,false,case,6,210.0,35.0,9.46
Roman Ename Dubbel 330mL,ER_2000003445_ENDU330X24,6.6,330.0,1.7,false,pack,12,101.0,8.42,4.95
Roman Ename Dubbel 330mL,ER_2000003445_ENDU330X24,6.6,330.0,1.7,false,case,24,162.0,6.75,3.97
Roman ENAME Pater 330ml,ER_2000003445_ENPA330X24,6.0,330.0,1.6,false,pack,12,102.0,8.5,5.31
Roman ENAME Pater 330ml,ER_2000003445_ENPA330X24,6.0,330.0,1.6,false,case,24,168.0,7.0,4.38
Het Anker Gouden Carolus Classic 330mL,ER_2000003445_GCCL330X24,8.5,330.0,2.2,false,pack,12,132.0,11.0,5.0
Het Anker Gouden Carolus Classic 330mL,ER_2000003445_GCCL330X24,8.5,330.0,2.2,false,case,24,228.0,9.5,4.32
Het Anker Gouden Carolus Tripel 330mL,ER_2000003445_GCTR330X24,9.0,330.0,2.3,false,pack,12,134.2,11.18,4.86
Het Anker Gouden Carolus Tripel 330mL,ER_2000003445_GCTR330X24,9.0,330.0,2.3,false,case,24,237.6,9.9,4.3
Het Anker Gouden Carolus Whisky 330mL,ER_2000003445_GCWI330X24,11.7,330.0,3.0,false,pack,12,156.0,13.0,4.33
Het Anker Gouden Carolus Whisky 330mL,ER_2000003445_GCWI330X24,11.7,330.0,3.0,false,case,24,275.0,11.46,3.82
Orval Trappist 330mL,ER_2000003445_ORVAL330X24,6.2,330.0,1.6,false,pack,12,192.0,16.0,10.0
Orval Trappist 330mL,ER_2000003445_ORVAL330X24,6.2,330.0,1.6,false,case,24,348.0,14.5,9.06
De Halve Maan Straffe Hendrik Tripel 330mL,ER_2000003445_SHTR330X24,9.0,330.0,2.3,false,pack,12,144.0,12.0,5.22
De Halve Maan Straffe Hendrik Tripel 330mL,ER_2000003445_SHTR330X24,9.0,330.0,2.3,false,case,24,252.0,10.5,4.57
Westmalle Dubbel 330mL,ER_2000003445_WMDU330X24,7.0,330.0,1.8,false,pack,12,130.0,10.83,6.02
Westmalle Dubbel 330mL,ER_2000003445_WMDU330X24,7.0,330.0,1.8,false,case,24,210.0,8.75,4.86
Westmalle Extra 330mL,ER_2000003445_WMEX330X24,4.8,330.0,1.3,false,pack,12,103.0,8.58,6.6
Westmalle Tripel 330mL,ER_2000003445_WMTR330X24,9.5,330.0,2.5,false,pack,12,132.0,11.0,4.4
Westmalle Tripel 330mL,ER_2000003445_WMTR330X24,9.5,330.0,2.5,false,case,24,192.0,8.0,3.2
Ypra,ER_2000003445_YPRA,6.0,329.0,1.56,false,pack,12,149.0,12.42,7.96
Ypra,ER_2000003445_YPRA,6.0,329.0,1.56,false,case,24,280.0,11.67,7.48
Heads of Noosa Black Japanese Lager 330ml bottle,ER_2000003509_9353747000514,5.0,330.0,1.3,false,bottle,1,69.99,69.99,53.84
Heads of Noosa Black Japanese Lager 330ml bottle,ER_2000003509_9353747000514,5.0,330.0,1.3,false,case,16,69.99,4.37,3.36
Heads Of Noosa Japanese Lager 330mL,ER_2000003509_HNJL24CB,4.5,330.0,1.2,false,bottle,1,89.99,89.99,74.99
Heads Of Noosa Japanese Lager 330mL,ER_2000003509_HNJL24CB,4.5,330.0,1.2,false,case,24,89.99,3.75,3.12
Heads of Noosa Lager 3.5,ER_2000003509_HNL3524CB,3.5,326.0,0.9,false,bottle,1,79.99,79.99,88.88
Heads of Noosa Lager 3.5,ER_2000003509_HNL3524CB,3.5,326.0,0.9,false,case,24,79.99,3.33,3.7
Heads of Noosa Summer Dusk Amber Lager 330mL,ER_2000003509_HNSD24CB,4.8,330.0,1.3,false,bottle,1,89.99,89.99,69.22
Heads of Noosa Summer Dusk Amber Lager 330mL,ER_2000003509_HNSD24CB,4.8,330.0,1.3,false,case,24,91.99,3.83,2.95
Two Bays Brewing Co. Gluten Free IPA Cans 375mL,ER_2000003543_IPA-CARTON,6.0,375.0,1.8,false,bottle,1,8.7,8.7,4.83
Two Bays Brewing Co. Gluten Free IPA Cans 375mL,ER_2000003543_IPA-CARTON,6.0,375.0,1.8,false,case,16,95.5,5.97,3.32
Two Bays Brewing Co. Gluten Free Lager Cans 375mL,ER_2000003543_LA-CARTON,4.5,375.0,1.4,false,bottle,1,8.2,8.2,5.86
Two Bays Brewing Co. Gluten Free Lager Cans 375mL,ER_2000003543_LA-CARTON,4.5,375.0,1.4,false,case,16,85.5,5.34,3.82
Two Bays Brewing Co. Gluten Free PULP FUSION Passionfruit Sour Cans 375mL,ER_2000003543_PF-CART,3.5,375.0,1.0,false,bottle,1,8.7,8.7,8.7
Two Bays Brewing Co. Gluten Free PULP FUSION Passionfruit Sour Cans 375mL,ER_2000003543_PF-CART,3.5,375.0,1.0,false,case,16,65.0,4.06,4.06
"7th Day Brewery Pilsner Cans 375mL ",ER_2000003586_C003,4.9,375.0,1.5,false,bottle,1,6.0,6.0,4.0
"7th Day Brewery Pilsner Cans 375mL ",ER_2000003586_C003,4.9,375.0,1.5,false,case,16,68.0,4.25,2.83
"7th Day Brewery XPA 375mL Can",ER_2000003586_C004,4.7,375.0,1.4,false,bottle,1,6.0,6.0,4.29
"7th Day Brewery XPA 375mL Can",ER_2000003586_C004,4.7,375.0,1.4,false,case,16,68.0,4.25,3.04
"7th Day Brewery Pale Ale 375mL Cans",ER_2000003586_C009,5.1,375.0,1.5,false,bottle,1,6.0,6.0,4.0
"7th Day Brewery Pale Ale 375mL Cans",ER_2000003586_C009,5.1,375.0,1.5,false,case,16,68.0,4.25,2.83
"7th Day Brewery IPA 375mL Can",ER_2000003586_C012,6.4,375.0,1.8,false,bottle,1,7.0,7.0,3.89
"7th Day Brewery IPA 375mL Can",ER_2000003586_C012,6.4,375.0,1.8,false,case,16,75.0,4.69,2.6
Stomping Ground Ginger Smash Can 355mL,ER_2000003728_GRSMSLX,4.2,355.0,1.12,false,bottle,1,3.37,3.37,3.01
Stomping Ground Ginger Smash Can 355mL,ER_2000003728_GRSMSLX,4.2,355.0,1.12,false,case,16,57.0,3.56,3.18
Stomping Ground Gipps St Pale Ale Can 355mL,ER_2000003728_GSPASLB,5.2,355.0,1.5,false,bottle,1,3.15,3.15,2.1
Stomping Ground Gipps St Pale Ale Can 355mL,ER_2000003728_GSPASLB,5.2,355.0,1.5,false,case,18,63.0,3.5,2.33
Stomping Ground Hop Stomper IPA Can 355mL,ER_2000003728_HSIPSLB,6.0,355.0,1.6,false,bottle,1,3.7,3.7,2.31
Stomping Ground Hop Stomper IPA Can 355mL,ER_2000003728_HSIPSLB,6.0,355.0,1.6,false,case,16,68.0,4.25,2.66
Stomping Ground Laneway Lager Cans 355mL,ER_2000003728_LALASLB,4.7,355.0,1.3,false,bottle,1,3.0,3.0,2.31
Stomping Ground Laneway Lager Cans 355mL,ER_2000003728_LALASLB,4.7,355.0,1.3,false,case,18,57.0,3.17,2.44
Stomping Ground Raspberry Smash Can 355mL,ER_2000003728_RBSMSLX,4.2,355.0,1.12,false,bottle,1,3.3,3.3,2.95
Stomping Ground Raspberry Smash Can 355mL,ER_2000003728_RBSMSLX,4.2,355.0,1.12,false,case,16,57.0,3.56,3.18
Pikes Beer Company IPA Cans - 24 x 375mL,ER_2000003733_IPA-CAR-375,6.2,375.0,1.8,false,bottle,1,4.17,4.17,2.32
Pikes Beer Company IPA Cans - 24 x 375mL,ER_2000003733_IPA-CAR-375,6.2,375.0,1.8,false,case,16,100.0,6.25,3.47
Pikes Beer Company Pilsener Cans - 24 x 375mL,ER_2000003733_PIL-CAR-375,4.5,375.0,1.3,false,bottle,1,3.13,3.13,2.41
Pikes Beer Company Pilsener Cans - 24 x 375mL,ER_2000003733_PIL-CAR-375,4.5,375.0,1.3,false,case,24,75.0,3.13,2.4
Pikes Beer Company Stout Cans - 24 x 375mL,ER_2000003733_STO-CAR-375,5.2,375.0,1.5,false,bottle,1,3.33,3.33,2.22
Pikes Beer Company Stout Cans - 24 x 375mL,ER_2000003733_STO-CAR-375,5.2,375.0,1.5,false,case,24,80.0,3.33,2.22
Urban Alley Brewery All Nighter - 3.5% Session Ale,ER_2000003735_ALLNIGHTER375,3.5,362.0,1.0,false,bottle,1,79.95,79.95,79.95
Urban Alley Brewery All Nighter - 3.5% Session Ale,ER_2000003735_ALLNIGHTER375,3.5,362.0,1.0,false,case,24,79.95,3.33,3.33
Urban Alley Brewery Mangoes-Nowhere Sour,ER_2000003735_MANGOESNOWHERE375ML,5.4,375.0,1.6,false,bottle,1,3.75,3.75,2.34
Urban Alley Brewery Mangoes-Nowhere Sour,ER_2000003735_MANGOESNOWHERE375ML,5.4,375.0,1.6,false,case,24,100.0,4.17,2.6
Urban Alley Brewery Slapshot Pale Ale 375mL,ER_2000003735_SLAPSHOT375,4.5,375.0,1.3,false,bottle,1,79.95,79.95,61.5
Urban Alley Brewery Slapshot Pale Ale 375mL,ER_2000003735_SLAPSHOT375,4.5,375.0,1.3,false,case,24,79.95,3.33,2.56
Urban Alley Brewery Pale Premium Lager,ER_2000003735_URBANLAGER375,4.7,377.0,1.4,false,bottle,1,79.95,79.95,57.11
Urban Alley Brewery Pale Premium Lager,ER_2000003735_URBANLAGER375,4.7,377.0,1.4,false,case,24,79.95,3.33,2.38
Frexi Sour Southern 375mL,ER_2000003765_WAS,4.9,375.0,1.5,false,bottle,1,5.5,5.5,3.67
Frexi Sour Southern 375mL,ER_2000003765_WAS,4.9,375.0,1.5,false,case,16,85.0,5.31,3.54
Lion Stout Beer Bottles 330mL,ER_2000003933_LSTO330,8.8,330.0,2.3,false,bottle,1,143.0,143.0,62.17
Lion Stout Beer Bottles 330mL,ER_2000003933_LSTO330,8.8,330.0,2.3,false,case,24,143.0,5.96,2.59
Lion Stout Beer Bottles 625mL,ER_2000003933_LSTO625,8.8,625.0,4.3,false,bottle,1,130.0,130.0,30.23
Lion Stout Beer Bottles 625mL,ER_2000003933_LSTO625,8.8,625.0,4.3,false,case,12,130.0,10.83,2.52
Phoenix Lager Beer Cans 330mL,ER_2000003933_PHOCA,5.0,330.0,1.3,false,bottle,1,79.0,79.0,60.77
Phoenix Lager Beer Cans 330mL,ER_2000003933_PHOCA,5.0,330.0,1.3,false,case,24,79.0,3.29,2.53
Salitos Tequila Beer Bottles 330mL,ER_2000003933_SALITEQ,5.9,330.0,1.5,false,bottle,1,122.0,122.0,81.33
Salitos Tequila Beer Bottles 330mL,ER_2000003933_SALITEQ,5.9,330.0,1.5,false,case,24,122.0,5.08,3.39
Spencer Trappist Monks' Reserve Quadrupel Beer Bottles 330mL,ER_2000003933_SPENMQUAD,10.2,330.0,2.61,false,bottle,1,224.0,224.0,85.82
Spencer Trappist Monks' Reserve Quadrupel Beer Bottles 330mL,ER_2000003933_SPENMQUAD,10.2,330.0,2.61,false,case,24,224.0,9.33,3.58
Spencer Trappist Ale (Pale) Beer Bottles 330mL,ER_2000003933_SPENTPA,6.5,330.0,1.7,false,bottle,1,172.0,172.0,101.18
Spencer Trappist Ale (Pale) Beer Bottles 330mL,ER_2000003933_SPENTPA,6.5,330.0,1.7,false,case,24,172.0,7.17,4.22
Raspberry Beret Fruit Flavoured Ale,ER_2000004003_0031B,5.2,361.0,1.48,false,bottle,1,89.0,89.0,60.14
Raspberry Beret Fruit Flavoured Ale,ER_2000004003_0031B,5.2,361.0,1.48,false,case,16,89.0,5.56,3.76
Green Gully Brewing Island Beer 375mL,ER_2000004003_0037,4.7,375.0,1.4,false,bottle,1,89.0,89.0,63.57
Green Gully Brewing Island Beer 375mL,ER_2000004003_0037,4.7,375.0,1.4,false,case,16,89.0,5.56,3.97
NATURAL FARM ALE,ER_2000004003_93510530000655,5.2,390.0,1.6,false,bottle,1,89.0,89.0,55.63
NATURAL FARM ALE,ER_2000004003_93510530000655,5.2,390.0,1.6,false,case,16,89.0,5.56,3.48
Extra Pale Ale,ER_2000004003_9351053001065,4.9,362.0,1.4,false,case,16,89.0,5.56,3.97
Farmhose Red IPA,ER_2000004003_IB0047,6.4,374.0,1.89,false,pack,4,89.0,22.25,11.77
Farmhose Red IPA,ER_2000004003_IB0047,6.4,374.0,1.89,false,case,16,89.0,5.56,2.94
Phillip Island Brewing Co Churchill ESB Cans 375mL,ER_2000004012_9351053000501,5.6,375.0,1.7,false,bottle,1,4.58,4.58,2.69
