"name","stockcode","percentage","size","standard_drinks","special","package","package_size","total_price","unit_price","cost_per_standard"
Largo The Dawdler Low Carb Lager Cans 6x375mL,"267855",3.2,375.0,1.0,true,pack,6,11.0,1.83,1.83
Largo The Dawdler Low Carb Lager Cans 6x375mL,"267855",3.2,375.0,1.0,false,pack,6,12.95,2.16,2.16
Largo The Dawdler Low Carb Lager Cans 6x375mL,"267855",3.2,375.0,1.0,false,case,24,42.75,1.78,1.78
Largo Clean Lager Cans 6x375mL,"267980",4.2,375.0,1.2,false,bottle,1,3.99,3.99,3.33
Largo Clean Lager Cans 6x375mL,"267980",4.2,375.0,1.2,true,pack,6,17.0,2.83,2.36
Largo Clean Lager Cans 6x375mL,"267980",4.2,375.0,1.2,false,pack,6,20.49,3.41,2.85
Largo Clean Lager Cans 6x375mL,"267980",4.2,375.0,1.2,true,case,24,58.0,2.42,2.01
Largo Clean Lager Cans 6x375mL,"267980",4.2,375.0,1.2,false,case,24,59.99,2.5,2.08
Hahn Ultra Zero Carb Bottles 6x330mL,"270090",4.2,330.0,1.1,false,bottle,1,5.49,5.49,4.99
Hahn Ultra Zero Carb Bottles 6x330mL,"270090",4.2,330.0,1.1,true,pack,6,19.0,3.17,2.88
Hahn Ultra Zero Carb Bottles 6x330mL,"270090",4.2,330.0,1.1,false,pack,6,21.49,3.58,3.26
Hahn Ultra Zero Carb Bottles 6x330mL,"270090",4.2,330.0,1.1,true,case,24,54.9,2.29,2.08
Hahn Ultra Zero Carb Bottles 6x330mL,"270090",4.2,330.0,1.1,false,case,24,54.99,2.29,2.08
Stone & Wood Cloudy Pale Ale Can 375mL,"270763",5.0,375.0,1.5,false,bottle,1,6.49,6.49,4.33
Stone & Wood Cloudy Pale Ale Can 375mL,"270763",5.0,375.0,1.5,false,pack,4,22.49,5.62,3.75
Stone & Wood Cloudy Pale Ale Can 375mL,"270763",5.0,375.0,1.5,false,case,16,65.99,4.12,2.75
Byron Bay Brewery FrutLgPsMng6x355ml,"271274",4.0,355.0,1.1,false,bottle,1,5.49,5.49,4.99
Byron Bay Brewery FrutLgPsMng6x355ml,"271274",4.0,355.0,1.1,false,pack,6,21.49,3.58,3.26
Byron Bay Brewery FrutLgPsMng6x355ml,"271274",4.0,355.0,1.1,false,case,24,58.99,2.46,2.23
Stone&WoodHinterlandHazy Ple Cn4x4x375ml,"271392",5.2,375.0,1.5,false,bottle,1,6.99,6.99,4.66
Stone&WoodHinterlandHazy Ple Cn4x4x375ml,"271392",5.2,375.0,1.5,false,pack,4,23.49,5.87,3.91
Stone&WoodHinterlandHazy Ple Cn4x4x375ml,"271392",5.2,375.0,1.5,false,case,16,67.99,4.25,2.83
Capital Coast Ale Can 375ml,"273939",4.3,375.0,1.3,false,bottle,1,6.49,6.49,4.99
Capital Coast Ale Can 375ml,"273939",4.3,375.0,1.3,true,pack,4,18.99,4.75,3.65
Capital Coast Ale Can 375ml,"273939",4.3,375.0,1.3,false,pack,4,19.99,5.0,3.84
Capital Coast Ale Can 375ml,"273939",4.3,375.0,1.3,false,case,16,59.99,3.75,2.88
M.O Brew Modus Hazy 3.5 Can 4x4x375ml,"275843",3.5,375.0,1.0,false,bottle,1,4.99,4.99,4.99
M.O Brew Modus Hazy 3.5 Can 4x4x375ml,"275843",3.5,375.0,1.0,false,pack,4,17.99,4.5,4.5
M.O Brew Modus Hazy 3.5 Can 4x4x375ml,"275843",3.5,375.0,1.0,false,case,16,56.99,3.56,3.56
Green Beacon LowCarbHazy Ple Cn4x4x375mL,"276836",4.0,375.0,1.2,false,bottle,1,5.49,5.49,4.58
Green Beacon LowCarbHazy Ple Cn4x4x375mL,"276836",4.0,375.0,1.2,false,pack,4,17.99,4.5,3.75
Green Beacon LowCarbHazy Ple Cn4x4x375mL,"276836",4.0,375.0,1.2,false,case,16,52.99,3.31,2.76
"4 Pines Japanese Lager Cans 375mL","277554",4.5,375.0,1.3,false,bottle,1,4.99,4.99,3.84
"4 Pines Japanese Lager Cans 375mL","277554",4.5,375.0,1.3,true,pack,6,19.0,3.17,2.44
"4 Pines Japanese Lager Cans 375mL","277554",4.5,375.0,1.3,false,pack,6,20.99,3.5,2.69
"4 Pines Japanese Lager Cans 375mL","277554",4.5,375.0,1.3,false,case,18,51.99,2.89,2.22
Hurricane Head Ginger Can 375mL,"278561",4.0,375.0,1.2,false,bottle,1,5.99,5.99,4.99
Hurricane Head Ginger Can 375mL,"278561",4.0,375.0,1.2,true,pack,6,23.0,3.83,3.19
Hurricane Head Ginger Can 375mL,"278561",4.0,375.0,1.2,false,pack,6,25.99,4.33,3.61
Hurricane Head Ginger Can 375mL,"278561",4.0,375.0,1.2,false,case,24,96.99,4.04,3.37
John Boston Pacific Ale Bottles 6x330mL,"286226",4.2,330.0,1.1,false,bottle,1,3.99,3.99,3.63
John Boston Pacific Ale Bottles 6x330mL,"286226",4.2,330.0,1.1,true,pack,6,17.0,2.83,2.58
John Boston Pacific Ale Bottles 6x330mL,"286226",4.2,330.0,1.1,false,pack,6,20.99,3.5,3.18
John Boston Pacific Ale Bottles 6x330mL,"286226",4.2,330.0,1.1,false,case,24,57.99,2.42,2.2
Brookvale Union Ginger Beer 6% Can 330mL,"287005",6.0,330.0,1.6,false,bottle,1,7.99,7.99,4.99
Brookvale Union Ginger Beer 6% Can 330mL,"287005",6.0,330.0,1.6,false,pack,4,30.99,7.75,4.84
Brookvale Union Ginger Beer 6% Can 330mL,"287005",6.0,330.0,1.6,false,case,24,135.99,5.67,3.54
Reschs Real Btl6X330mL,"288178",4.2,330.0,1.1,false,bottle,1,5.49,5.49,4.99
Reschs Real Btl6X330mL,"288178",4.2,330.0,1.1,false,pack,6,19.49,3.25,2.95
Reschs Real Btl6X330mL,"288178",4.2,330.0,1.1,false,case,24,50.99,2.12,1.93
Mountain Goat       GOAT Can 6x500mL,"288469",4.2,500.0,1.6,false,bottle,1,6.49,6.49,4.06
Mountain Goat       GOAT Can 6x500mL,"288469",4.2,500.0,1.6,true,pack,6,20.0,3.33,2.08
Mountain Goat       GOAT Can 6x500mL,"288469",4.2,500.0,1.6,false,pack,6,23.99,4.0,2.5
Mountain Goat       GOAT Can 6x500mL,"288469",4.2,500.0,1.6,false,case,24,69.99,2.92,1.82
Amply's Ginger Beer 6.9% 10pk Can 375mL,"291028",6.9,375.0,2.0,true,bottle,1,49.0,49.0,24.5
Amply's Ginger Beer 6.9% 10pk Can 375mL,"291028",6.9,375.0,2.0,false,bottle,1,54.0,54.0,27.0
Amply's Ginger Beer 6.9% 10pk Can 375mL,"291028",6.9,375.0,2.0,false,case,30,144.0,4.8,2.4
Shepherd Neame Bishop's Finger Ale Bottle 500mL,"291177",5.2,500.0,2.1,true,bottle,1,20.0,20.0,9.52
Shepherd Neame Bishop's Finger Ale Bottle 500mL,"291177",5.2,500.0,2.1,false,bottle,1,7.69,7.69,3.66
Shepherd Neame Bishop's Finger Ale Bottle 500mL,"291177",5.2,500.0,2.1,false,case,12,55.99,4.67,2.22
Young Henrys Ginger Beer Cans 4x4x375mL,"296731",4.0,375.0,1.2,false,bottle,1,7.49,7.49,6.24
Young Henrys Ginger Beer Cans 4x4x375mL,"296731",4.0,375.0,1.2,false,pack,4,26.49,6.62,5.52
Young Henrys Ginger Beer Cans 4x4x375mL,"296731",4.0,375.0,1.2,false,case,16,80.99,5.06,4.22
Colossal Brewing Hextra Terrestrial Hazy XPA 375mL,"299034",5.0,375.0,1.5,false,bottle,1,5.99,5.99,3.99
Colossal Brewing Hextra Terrestrial Hazy XPA 375mL,"299034",5.0,375.0,1.5,true,pack,4,17.0,4.25,2.83
Colossal Brewing Hextra Terrestrial Hazy XPA 375mL,"299034",5.0,375.0,1.5,false,pack,4,21.49,5.37,3.58
Colossal Brewing Hextra Terrestrial Hazy XPA 375mL,"299034",5.0,375.0,1.5,false,case,16,62.99,3.94,2.62
Amply's Ginger Beer 6.9% Zero Sugar Can 375mL,"299036",6.9,375.0,2.0,false,bottle,1,7.49,7.49,3.75
Amply's Ginger Beer 6.9% Zero Sugar Can 375mL,"299036",6.9,375.0,2.0,true,pack,4,21.0,5.25,2.63
Amply's Ginger Beer 6.9% Zero Sugar Can 375mL,"299036",6.9,375.0,2.0,false,pack,4,27.99,7.0,3.5
Amply's Ginger Beer 6.9% Zero Sugar Can 375mL,"299036",6.9,375.0,2.0,true,case,24,105.0,4.38,2.19
Amply's Ginger Beer 6.9% Zero Sugar Can 375mL,"299036",6.9,375.0,2.0,false,case,24,126.99,5.29,2.65
Matso's Nightlife Mint & Lime Ginger Beer Cans 6x4x330mL,"304371",6.0,330.0,1.6,false,bottle,1,7.99,7.99,4.99
Matso's Nightlife Mint & Lime Ginger Beer Cans 6x4x330mL,"304371",6.0,330.0,1.6,false,pack,4,28.49,7.12,4.45
Matso's Nightlife Mint & Lime Ginger Beer Cans 6x4x330mL,"304371",6.0,330.0,1.6,false,case,24,128.99,5.37,3.36
Balter Cerveza Cans 375mL,"309539",4.0,375.0,1.2,false,bottle,1,5.99,5.99,4.99
Balter Cerveza Cans 375mL,"309539",4.0,375.0,1.2,false,pack,6,22.59,3.77,3.14
Balter Cerveza Cans 375mL,"309539",4.0,375.0,1.2,true,case,24,60.95,2.54,2.12
Balter Cerveza Cans 375mL,"309539",4.0,375.0,1.2,false,case,24,65.99,2.75,2.29
Matso's Nightlife Alcoholic Ginger Beer Cans 330mL,"309590",6.0,330.0,1.6,false,bottle,1,7.99,7.99,4.99
Matso's Nightlife Alcoholic Ginger Beer Cans 330mL,"309590",6.0,330.0,1.6,false,pack,4,28.49,7.12,4.45
Matso's Nightlife Alcoholic Ginger Beer Cans 330mL,"309590",6.0,330.0,1.6,false,case,24,128.99,5.37,3.36
James Squire Lower Sugar Ginger Beer Cans 6x4x330mL,"310870",4.0,330.0,1.0,false,bottle,1,5.99,5.99,5.99
James Squire Lower Sugar Ginger Beer Cans 6x4x330mL,"310870",4.0,330.0,1.0,false,pack,6,29.49,4.92,4.92
James Squire Lower Sugar Ginger Beer Cans 6x4x330mL,"310870",4.0,330.0,1.0,true,case,24,87.9,3.66,3.66
James Squire Lower Sugar Ginger Beer Cans 6x4x330mL,"310870",4.0,330.0,1.0,false,case,24,90.99,3.79,3.79
Balter Cerveza Bottles 355mL,"310996",4.0,355.0,1.1,false,bottle,1,5.99,5.99,5.45
Balter Cerveza Bottles 355mL,"310996",4.0,355.0,1.1,false,pack,6,21.59,3.6,3.27
Balter Cerveza Bottles 355mL,"310996",4.0,355.0,1.1,true,case,24,59.9,2.5,2.27
Balter Cerveza Bottles 355mL,"310996",4.0,355.0,1.1,false,case,24,63.99,2.67,2.42
New Belgium Brewing Voodoo Ranger Hazy IPA Cans 4x4x375mL,"311047",5.0,375.0,1.5,false,bottle,1,6.29,6.29,4.19
New Belgium Brewing Voodoo Ranger Hazy IPA Cans 4x4x375mL,"311047",5.0,375.0,1.5,false,pack,4,24.99,6.25,4.17
New Belgium Brewing Voodoo Ranger Hazy IPA Cans 4x4x375mL,"311047",5.0,375.0,1.5,false,case,16,67.99,4.25,2.83
Carlton Dry Mid 3.5 Can 30x375mL,"311856",3.5,375.0,1.0,false,bottle,1,4.99,4.99,4.99
Carlton Dry Mid 3.5 Can 30x375mL,"311856",3.5,375.0,1.0,true,case,30,54.95,1.83,1.83
Carlton Dry Mid 3.5 Can 30x375mL,"311856",3.5,375.0,1.0,false,case,30,57.99,1.93,1.93
Capital Good Drop Lager Cans 4x4x375mL,"311861",3.5,375.0,1.0,false,bottle,1,5.49,5.49,5.49
Capital Good Drop Lager Cans 4x4x375mL,"311861",3.5,375.0,1.0,false,pack,4,19.49,4.87,4.87
Capital Good Drop Lager Cans 4x4x375mL,"311861",3.5,375.0,1.0,false,case,16,52.99,3.31,3.31
James Squire Stride Pale Ale Bottles 6x330mL,"314034",4.2,330.0,1.1,false,bottle,1,5.99,5.99,5.45
James Squire Stride Pale Ale Bottles 6x330mL,"314034",4.2,330.0,1.1,false,pack,6,24.49,4.08,3.71
James Squire Stride Pale Ale Bottles 6x330mL,"314034",4.2,330.0,1.1,true,case,24,55.9,2.33,2.12
James Squire Stride Pale Ale Bottles 6x330mL,"314034",4.2,330.0,1.1,false,case,24,57.99,2.42,2.2
Philter Super Cool Lager Can 375mL,"314401",4.2,375.0,1.2,false,bottle,1,5.49,5.49,4.58
Philter Super Cool Lager Can 375mL,"314401",4.2,375.0,1.2,false,pack,4,16.99,4.25,3.54
Philter Super Cool Lager Can 375mL,"314401",4.2,375.0,1.2,false,case,16,51.99,3.25,2.71
Garage Project Golden Path Hazy IPA Cans 6x4x330mL,"315448",4.0,330.0,1.0,false,bottle,1,4.1,4.1,4.1
Garage Project Golden Path Hazy IPA Cans 6x4x330mL,"315448",4.0,330.0,1.0,true,pack,4,13.0,3.25,3.25
Garage Project Golden Path Hazy IPA Cans 6x4x330mL,"315448",4.0,330.0,1.0,false,pack,4,16.9,4.22,4.22
Garage Project Golden Path Hazy IPA Cans 6x4x330mL,"315448",4.0,330.0,1.0,false,case,24,74.1,3.09,3.09
James Squire Spiced Rum Ginger Beer Cans 6x4x330mL,"316603",4.8,330.0,1.3,false,bottle,1,3.55,3.55,2.73
James Squire Spiced Rum Ginger Beer Cans 6x4x330mL,"316603",4.8,330.0,1.3,false,pack,4,19.6,4.9,3.77
James Squire Spiced Rum Ginger Beer Cans 6x4x330mL,"316603",4.8,330.0,1.3,false,case,24,90.0,3.75,2.88
Hawkes Half XPA Can 6x4x375mL,"316833",1.75,375.0,0.5,false,bottle,1,3.99,3.99,7.98
Hawkes Half XPA Can 6x4x375mL,"316833",1.75,375.0,0.5,false,pack,6,17.99,3.0,6.0
Hawkes Half XPA Can 6x4x375mL,"316833",1.75,375.0,0.5,false,case,24,52.99,2.21,4.42
Hahn SuperDry Cans 375mL (Block),"317132",4.6,375.0,1.4,false,bottle,1,5.49,5.49,3.92
Hahn SuperDry Cans 375mL (Block),"317132",4.6,375.0,1.4,true,case,30,61.95,2.07,1.48
Hahn SuperDry Cans 375mL (Block),"317132",4.6,375.0,1.4,false,case,30,66.99,2.23,1.59
Dainton Blood Orange Juicy IPA Cans 4x4x375mL,"317133",5.5,375.0,1.6,false,bottle,1,7.09,7.09,4.43
Dainton Blood Orange Juicy IPA Cans 4x4x375mL,"317133",5.5,375.0,1.6,false,pack,4,24.09,6.02,3.76
Dainton Blood Orange Juicy IPA Cans 4x4x375mL,"317133",5.5,375.0,1.6,false,case,16,73.99,4.62,2.89
Peroni Nastro Azzurro 3.5% Percent Bottles 330mL,"322455",3.5,330.0,0.9,false,bottle,1,5.49,5.49,6.1
Peroni Nastro Azzurro 3.5% Percent Bottles 330mL,"322455",3.5,330.0,0.9,false,pack,6,18.99,3.16,3.52
Peroni Nastro Azzurro 3.5% Percent Bottles 330mL,"322455",3.5,330.0,0.9,false,case,24,54.99,2.29,2.55
Coopers Australian Lager Cans 6x4x375mL,"322705",4.2,375.0,1.2,false,bottle,1,5.99,5.99,4.99
Coopers Australian Lager Cans 6x4x375mL,"322705",4.2,375.0,1.2,false,pack,6,23.99,4.0,3.33
Coopers Australian Lager Cans 6x4x375mL,"322705",4.2,375.0,1.2,true,case,24,56.0,2.33,1.94
Coopers Australian Lager Cans 6x4x375mL,"322705",4.2,375.0,1.2,false,case,24,56.95,2.37,1.98
Steinlager Pure Beer Bottles 330mL,"322751",5.0,330.0,1.3,false,bottle,1,5.79,5.79,4.45
Steinlager Pure Beer Bottles 330mL,"322751",5.0,330.0,1.3,false,pack,6,25.99,4.33,3.33
Steinlager Pure Beer Bottles 330mL,"322751",5.0,330.0,1.3,false,case,24,69.99,2.92,2.24
Hahn Super Dry 3.5 Bottle 330mL,"324139",3.5,330.0,0.9,false,bottle,1,5.49,5.49,6.1
Hahn Super Dry 3.5 Bottle 330mL,"324139",3.5,330.0,0.9,false,pack,6,20.99,3.5,3.89
Hahn Super Dry 3.5 Bottle 330mL,"324139",3.5,330.0,0.9,true,case,24,53.9,2.25,2.5
Hahn Super Dry 3.5 Bottle 330mL,"324139",3.5,330.0,0.9,false,case,24,55.99,2.33,2.59
Yak Brewing Fat Yak Original Pale Ale Bottle 345mL,"325108",4.7,345.0,1.3,false,bottle,1,5.99,5.99,4.61
Yak Brewing Fat Yak Original Pale Ale Bottle 345mL,"325108",4.7,345.0,1.3,false,pack,6,21.29,3.55,2.73
Yak Brewing Fat Yak Original Pale Ale Bottle 345mL,"325108",4.7,345.0,1.3,false,case,24,60.99,2.54,1.95
Tsingtao Premium Lager Bottles 640mL,"326035",4.5,640.0,2.3,true,bottle,1,21.0,21.0,9.13
Tsingtao Premium Lager Bottles 640mL,"326035",4.5,640.0,2.3,false,bottle,1,6.99,6.99,3.04
Tsingtao Premium Lager Bottles 640mL,"326035",4.5,640.0,2.3,false,case,12,62.99,5.25,2.28
Burleigh Brewing Co Big Head No Carb Beer Bottles 330mL,"326253",4.2,330.0,1.09,false,bottle,1,4.99,4.99,4.58
Burleigh Brewing Co Big Head No Carb Beer Bottles 330mL,"326253",4.2,330.0,1.09,false,pack,6,25.49,4.25,3.9
Burleigh Brewing Co Big Head No Carb Beer Bottles 330mL,"326253",4.2,330.0,1.09,false,case,24,76.99,3.21,2.94
"4 PINES PACIFIC ALE CANS 375ML","327917",3.5,375.0,1.0,false,bottle,1,4.99,4.99,4.99
"4 PINES PACIFIC ALE CANS 375ML","327917",3.5,375.0,1.0,false,pack,6,20.89,3.48,3.48
"4 PINES PACIFIC ALE CANS 375ML","327917",3.5,375.0,1.0,true,case,18,41.95,2.33,2.33
